,e2'_es,e2'_nl,Dev_en,e3'_en,Dev_de,e3'_de,Dev_es,e3'_es,Dev_nl,e3'_nl,Dev_zh,e3'_zh,Dev_en_de_zh,e3_es,e3_nl,embedd_sim
model-seed_519893-lr_0.0001-ep_3,0.24046670461013098,0.2071298464741087,0.06674502560658213,0.10403508771929826,0.17705520146915843,0.21072581777341004,0.2661190502981884,0.2724761773235741,0.20337620578778137,0.24615175044271898,0.15407362088304277,0.18400809716599187,0.1326246159862611,0.03200947271344312,0.03902190396861027,0.9497959017753601
model-seed_197882-lr_3e-05-ep_7,0.22333891680625362,0.1579084626418047,0.05425576519916142,0.09279620019350865,0.14111610006414366,0.18358773281053076,0.23289220676394062,0.2571587433972754,0.17975497087768644,0.20687757909215954,0.1048465349062867,0.13292682926829258,0.10007280005653059,0.033819826591021784,0.048969116450354844,0.8966044187545776
model-seed_316410-lr_1e-06-ep_6,0.27223864552539645,0.2936267071320182,0.19930446302889782,0.20296813618507203,0.2849685735591776,0.31438127090301005,0.32934397163120566,0.32478632478632474,0.3142521074299156,0.35287902799788695,0.3352536249572816,0.34716648722717036,0.2731755538484523,0.05254767926092829,0.059252320865868735,0.8901211023330688
model-seed_857011-lr_3e-05-ep_7,0.2141189397060843,0.13918849512069853,0.05196982397317673,0.09162856137882514,0.1439288393526953,0.18055750105056723,0.254302103250478,0.2578092461474386,0.16785998408910086,0.2053449686392147,0.10529270657888035,0.1363913131723158,0.10039712330158412,0.0436903064413543,0.06615647351851617,0.9224275946617126
model-seed_47835-lr_7e-05-ep_4,0.20889134336600856,0.18132807363576597,0.05841004184100429,0.09614035087719297,0.15238605898123325,0.1910112359550562,0.2411299435028249,0.2546012269938651,0.18745003996802567,0.2286298568507159,0.1181603531464942,0.13942601261958076,0.10965215132291058,0.04570988362785655,0.04730178321494993,0.9035549759864807
model-seed_677169-lr_3e-05-ep_7,0.21106875617676113,0.15031996865613162,0.05347862531433367,0.09357186705253007,0.13455788124733026,0.1800111982082866,0.2420603748176411,0.2617895173558291,0.17849979943842753,0.21363076501984413,0.107714329533255,0.13594918553426905,0.09858361203163964,0.050720761179067986,0.06331079636371251,0.9209715127944946
model-seed_815354-lr_0.0001-ep_5,0.2199470678367461,0.1936675461741425,0.060844787127053324,0.09914170607812212,0.1696332832940166,0.20969089390142015,0.2626387176325524,0.2642847212567775,0.20562248995983923,0.24819013795929523,0.12376085845682161,0.15662896158157547,0.11807964295929718,0.044337653420031375,0.05452259178515273,0.9347947835922241
model-seed_920962-lr_7e-05-ep_3,0.20455824423185154,0.16858337689492942,0.06161058094759764,0.09513371328364739,0.14960966741524984,0.1942785724204973,0.25994843627396025,0.2738029719317556,0.18910320143169623,0.21850899742930585,0.12943099397282654,0.14951849974657894,0.11355041411189133,0.06924472769990409,0.049925620534376436,0.8690817356109619
model-seed_901295-lr_3e-05-ep_3,0.20452686119443697,0.1797651309846432,0.06079383687824491,0.09908015768725353,0.14450373532550698,0.18475073313782986,0.24551031790295597,0.2709305517430689,0.1812586857256303,0.22405114950346894,0.1325854156042836,0.16068358782485592,0.1126276626026785,0.06640369054863193,0.04428601851882574,0.8836486339569092
model-seed_432375-lr_0.0001-ep_3,0.2055971183153228,0.18976215098241977,0.07059217129474737,0.10343618513323982,0.1603184850441144,0.20342552295381144,0.2795169946332736,0.2716492002206288,0.20873882820258205,0.23043654547911885,0.13888746999029478,0.17716931749547016,0.12326604210971885,0.06605208190530598,0.04067439449669907,0.9002281427383423
model-seed_553899-lr_5e-05-ep_3,0.21548456957227935,0.20810500828342038,0.058329836340746954,0.09554698457222999,0.1422755517463038,0.18406708595387844,0.2487058293945532,0.25642093572122726,0.18069405664140414,0.21729670927386457,0.13133370677802114,0.15269035532994923,0.11064636495502396,0.04093636614894791,0.009191700990444196,0.8562601208686829
model-seed_128902-lr_0.0001-ep_3,0.22045516863175207,0.18745984838751129,0.06407896938263347,0.09995619798510735,0.16868250539956797,0.21025786341739872,0.26214028776978415,0.2638927673834125,0.2019327561908597,0.2335345773874863,0.1428571428571429,0.1662258392675482,0.12520620587978146,0.04343759875166042,0.046074728999975,0.9352967739105225
model-seed_259439-lr_5e-05-ep_5,0.1964110472451983,0.16196908689440193,0.058941896537268335,0.0904774465840148,0.1599529864301742,0.19070938855463826,0.25188945290468134,0.26718403547671843,0.18351010606363816,0.22076143522322655,0.11221358428805239,0.1376952128202511,0.11036948908516497,0.07077298823152012,0.05879234832882463,0.927544891834259
model-seed_393182-lr_5e-05-ep_4,0.19458926306890234,0.23642866266445273,0.05655634687892752,0.09568874868559418,0.14802525955260637,0.19003202004733388,0.24809160305343503,0.2587974508174009,0.17736452709458106,0.20742864946060358,0.11719907998977763,0.15592219166921273,0.10726022880710384,0.06420818774849857,-0.02900001320384915,0.9232497811317444
model-seed_880637-lr_5e-05-ep_4,0.20671159400357575,0.15629860031104204,0.05495978552278824,0.09210757602390585,0.14108858057630735,0.18441196938065407,0.24588327545648037,0.26842032777854286,0.17611701061911444,0.2108713466266049,0.12148959026037143,0.13953488372093026,0.10584598545315567,0.061708733774967106,0.05457274631556286,0.8811144232749939
model-seed_609795-lr_5e-05-ep_6,0.2407357316743305,0.18021293170605035,0.05346202266051192,0.09513779182025639,0.14668082846521513,0.1856370442257036,0.24005857834854116,0.2530521642619312,0.1837547282500499,0.22170837867247006,0.10810120112445698,0.13663648387424976,0.10274801741672801,0.012316432587600734,0.04149544696641971,0.9171007871627808
model-seed_200770-lr_5e-05-ep_4,0.19136490250696392,0.152156862745098,0.05912897822445562,0.09466678343112345,0.14847254860072623,0.18532007283933316,0.24032931092816068,0.2573018080667594,0.1851556264964086,0.21625306790291787,0.11692684419957144,0.14655085344914653,0.10817612367491776,0.06593690555979548,0.06409620515781989,0.8834195733070374
model-seed_212617-lr_0.0001-ep_4,0.23253562041776188,0.19368311145914907,0.06391890759822405,0.10273492286115005,0.15970727507533367,0.19994379654348748,0.2687373396353815,0.27419579445759645,0.21051575356211116,0.24351624351624357,0.12727829682952985,0.1618080243778568,0.11696815983436253,0.041660174039834574,0.0498331320570945,0.91693115234375
